Count,Hour,Temperature,Humidity,Seasons
1891,19,27.8,48,Autumn
1440,20,26.9,49,Autumn
1110,21,26,52,Autumn
992,22,25.1,53,Autumn
1523,23,24.4,54,Autumn
1336,0,23.5,56,Autumn
930,1,22.8,59,Autumn
610,2,22,60,Autumn
440,3,21.5,61,Autumn
255,4,21.1,62,Autumn
179,5,20.6,65,Autumn
249,6,20.2,66,Autumn
388,7,20.2,65,Autumn
576,8,21.3,57,Autumn
721,9,23.4,52,Autumn
802,10,25,47,Autumn
940,11,26.5,44,Autumn
1075,12,27.5,43,Autumn
1254,13,28.5,42,Autumn
1395,14,29.1,43,Autumn
1550,15,29.3,43,Autumn
1853,16,29.3,44,Autumn
2069,17,28.8,47,Autumn
2118,18,27.9,52,Autumn
1986,19,27.3,54,Autumn
1838,20,26.9,56,Autumn
1759,21,26.2,62,Autumn
1511,22,25.7,64,Autumn
1047,23,25.1,65,Autumn
763,0,24.7,67,Autumn
524,1,24.5,68,Autumn
321,2,24.3,68,Autumn
211,3,24.2,70,Autumn
153,4,24,70,Autumn
264,5,23.9,70,Autumn
656,6,23.8,71,Autumn
1287,7,23.9,71,Autumn
1580,8,24.2,70,Autumn
719,9,23.6,86,Autumn
434,10,23.3,89,Autumn
443,11,23.7,86,Autumn
673,12,23.9,83,Autumn
731,13,24.9,78,Autumn
532,14,25.6,77,Autumn
137,15,25.7,81,Autumn
39,16,25.5,91,Autumn
23,17,22.7,96,Autumn
113,18,21.9,97,Autumn
73,19,21.7,97,Autumn
151,20,21.5,97,Autumn
110,21,21.6,97,Autumn
379,22,21.7,97,Autumn
486,23,21.7,97,Autumn
500,0,21.4,97,Autumn
486,1,21.3,97,Autumn
324,2,20.9,96,Autumn
223,3,20.6,97,Autumn
186,4,20.4,97,Autumn
219,5,20.2,97,Autumn
602,6,20,97,Autumn
1289,7,20.1,97,Autumn
2059,8,20.5,90,Autumn
1083,9,21.6,81,Autumn
822,10,23.1,73,Autumn
940,11,24.5,64,Autumn
995,12,25.8,57,Autumn
997,13,26.5,58,Autumn
987,14,27.4,52,Autumn
1178,15,26.7,51,Autumn
1429,16,27.1,47,Autumn
1993,17,27.6,47,Autumn
3166,18,26.8,53,Autumn
2491,19,25.1,49,Autumn
2259,20,23.7,49,Autumn
2212,21,22.9,55,Autumn
1856,22,22.2,58,Autumn
1233,23,21.7,60,Autumn
983,0,21.1,64,Autumn
748,1,20.9,66,Autumn
493,2,20.6,72,Autumn
376,3,20.2,77,Autumn
220,4,19.9,81,Autumn
249,5,19.7,82,Autumn
676,6,19.8,82,Autumn
1487,7,19.8,79,Autumn
2312,8,21.2,69,Autumn
1195,9,23.4,59,Autumn
847,10,25.4,49,Autumn
937,11,26.4,47,Autumn
1072,12,27.1,44,Autumn
1039,13,27.3,46,Autumn
989,14,27.9,42,Autumn
1131,15,28.1,43,Autumn
1446,16,28.2,37,Autumn
2068,17,27.7,40,Autumn
3160,18,27,45,Autumn
2468,19,25.4,55,Autumn
2177,20,24.5,64,Autumn
2024,21,23.9,75,Autumn
1798,22,23.6,82,Autumn
1219,23,23,83,Autumn
963,0,22.5,83,Autumn
743,1,21.9,85,Autumn
531,2,21.6,86,Autumn
320,3,21.5,85,Autumn
215,4,21.6,87,Autumn
247,5,21.7,87,Autumn
680,6,21.4,84,Autumn
1438,7,20.9,83,Autumn
2270,8,21.8,77,Autumn
1186,9,23.5,72,Autumn
835,10,24.6,70,Autumn
941,11,25.9,63,Autumn
1041,12,26.9,60,Autumn
1049,13,28,52,Autumn
1032,14,27.9,47,Autumn
1089,15,27.8,48,Autumn
1292,16,26.9,55,Autumn
1525,17,26.6,63,Autumn
2497,18,25.8,58,Autumn
1990,19,25.3,71,Autumn
1900,20,25.1,71,Autumn
1851,21,24.6,70,Autumn
1641,22,24.3,71,Autumn
562,23,23.9,71,Autumn
556,0,21.3,82,Autumn
345,1,21.6,77,Autumn
259,2,21.3,76,Autumn
259,3,21.1,75,Autumn
185,4,20.8,66,Autumn
247,5,20.5,67,Autumn
624,6,20.2,70,Autumn
1346,7,20.3,74,Autumn
2260,8,20.5,78,Autumn
1194,9,21.3,63,Autumn
896,10,22.6,58,Autumn
988,11,23.8,51,Autumn
1213,12,24.2,50,Autumn
1119,13,24.3,50,Autumn
1187,14,25.2,43,Autumn
1391,15,24.7,44,Autumn
1577,16,25.2,39,Autumn
2183,17,24.5,37,Autumn
3154,18,24.4,34,Autumn
2365,19,22.6,39,Autumn
1959,20,21.6,43,Autumn
1915,21,20.6,48,Autumn
1796,22,19.8,51,Autumn
1363,23,19.4,50,Autumn
1107,0,19.2,53,Autumn
1001,1,18.9,55,Autumn
692,2,18.5,57,Autumn
504,3,17.8,60,Autumn
285,4,17.2,66,Autumn
227,5,16.7,70,Autumn
322,6,16.2,70,Autumn
511,7,16,70,Autumn
827,8,17.1,57,Autumn
956,9,19.9,51,Autumn
1096,10,22.2,43,Autumn
1179,11,24.2,41,Autumn
1273,12,25.2,36,Autumn
1505,13,26.1,32,Autumn
1554,14,26.8,31,Autumn
1792,15,26.9,33,Autumn
1943,16,27.7,32,Autumn
2167,17,27.2,35,Autumn
2255,18,25.7,38,Autumn
1978,19,24,41,Autumn
1944,20,22.8,45,Autumn
1878,21,22.1,49,Autumn
1675,22,21.5,51,Autumn
1142,23,20.7,52,Autumn
1185,0,19.6,53,Autumn
835,1,18.8,54,Autumn
589,2,18.1,57,Autumn
395,3,17.4,57,Autumn
264,4,17,59,Autumn
165,5,16.3,66,Autumn
255,6,15.8,69,Autumn
366,7,15.7,68,Autumn
644,8,17.4,56,Autumn
803,9,20.4,51,Autumn
928,10,22.9,45,Autumn
1051,11,24.4,41,Autumn
1220,12,25.9,39,Autumn
1432,13,27.2,32,Autumn
1662,14,28.2,29,Autumn
1877,15,28.9,27,Autumn
2099,16,27.1,35,Autumn
2201,17,27.7,33,Autumn
2368,18,26,35,Autumn
2033,19,24.1,56,Autumn
1930,20,22.9,58,Autumn
1820,21,22.2,57,Autumn
1291,22,21.8,54,Autumn
941,23,21.2,56,Autumn
792,0,20.7,57,Autumn
487,1,20.5,58,Autumn
332,2,20,59,Autumn
176,3,19.7,60,Autumn
188,4,19.4,61,Autumn
226,5,19.1,62,Autumn
691,6,18.7,64,Autumn
1463,7,18.9,63,Autumn
2278,8,20.1,57,Autumn
1125,9,22.3,52,Autumn
862,10,24,47,Autumn
934,11,25.3,44,Autumn
1095,12,26.7,40,Autumn
1057,13,27.1,38,Autumn
1064,14,27.8,37,Autumn
1249,15,27.6,38,Autumn
1467,16,27.5,39,Autumn
2147,17,26.6,40,Autumn
3298,18,25.9,42,Autumn
2518,19,24.4,47,Autumn
2240,20,23.4,48,Autumn
2090,21,22.5,48,Autumn
1779,22,21.7,50,Autumn
1223,23,20.8,51,Autumn
910,0,20.1,52,Autumn
662,1,19.5,52,Autumn
435,2,18.9,52,Autumn
261,3,18.2,52,Autumn
193,4,17.7,52,Autumn
258,5,17.2,54,Autumn
678,6,17,55,Autumn
1556,7,16.9,55,Autumn
2369,8,17.8,53,Autumn
1234,9,19.8,49,Autumn
922,10,21.9,43,Autumn
1012,11,23.7,40,Autumn
1192,12,24.5,40,Autumn
1102,13,25.7,40,Autumn
1115,14,25.8,37,Autumn
1222,15,26,40,Autumn
1527,16,25.5,44,Autumn
2171,17,25.4,44,Autumn
3222,18,24.7,45,Autumn
2455,19,23.7,49,Autumn
2072,20,22.9,48,Autumn
2018,21,22.2,50,Autumn
1868,22,21.6,52,Autumn
1240,23,20.9,53,Autumn
949,0,20.2,54,Autumn
691,1,19.6,56,Autumn
462,2,19,56,Autumn
297,3,18.4,57,Autumn
215,4,18,59,Autumn
241,5,17.5,60,Autumn
656,6,17,63,Autumn
1551,7,16.8,61,Autumn
2391,8,18.2,56,Autumn
1234,9,20.8,48,Autumn
923,10,22.7,45,Autumn
1017,11,24.8,44,Autumn
1165,12,26.3,44,Autumn
1066,13,26.8,45,Autumn
1087,14,26.9,45,Autumn
1251,15,27.7,41,Autumn
1494,16,27.8,42,Autumn
2129,17,27.8,41,Autumn
3256,18,27,44,Autumn
2443,19,25.4,50,Autumn
2146,20,24,56,Autumn
2012,21,23.2,57,Autumn
1824,22,22.6,60,Autumn
1309,23,22.2,62,Autumn
968,0,21.9,62,Autumn
736,1,21.5,65,Autumn
437,2,21.2,66,Autumn
304,3,20.9,68,Autumn
240,4,20.7,69,Autumn
248,5,20.5,70,Autumn
655,6,20.3,71,Autumn
1448,7,20.5,69,Autumn
2329,8,20.9,68,Autumn
1322,9,21.8,64,Autumn
915,10,22.7,61,Autumn
972,11,23.5,61,Autumn
1119,12,24.3,59,Autumn
1014,13,25.1,56,Autumn
1097,14,27.2,49,Autumn
1200,15,27.8,49,Autumn
1436,16,28.2,48,Autumn
2021,17,27.9,51,Autumn
3146,18,26.7,56,Autumn
2365,19,25.4,61,Autumn
2003,20,24.6,62,Autumn
2000,21,23.8,67,Autumn
1713,22,22.8,70,Autumn
1303,23,22.4,73,Autumn
971,0,22.1,74,Autumn
775,1,21.6,75,Autumn
482,2,21.3,75,Autumn
349,3,21,76,Autumn
223,4,20.7,76,Autumn
249,5,20.7,77,Autumn
644,6,20.4,78,Autumn
1456,7,20.5,76,Autumn
2253,8,21.4,70,Autumn
1201,9,22.3,69,Autumn
936,10,23.3,65,Autumn
982,11,24,64,Autumn
1088,12,25.3,56,Autumn
1155,13,26.4,57,Autumn
1199,14,26.3,58,Autumn
1347,15,26.6,55,Autumn
1503,16,26.3,57,Autumn
2059,17,25.9,56,Autumn
2826,18,25.7,57,Autumn
1996,19,25.3,60,Autumn
1869,20,25,61,Autumn
1259,21,24.7,61,Autumn
567,22,24,73,Autumn
810,23,22.3,87,Autumn
906,0,21.8,83,Autumn
881,1,21.8,79,Autumn
580,2,21.7,78,Autumn
302,3,21.6,80,Autumn
234,4,21.2,83,Autumn
169,5,21.1,82,Autumn
272,6,21,84,Autumn
453,7,21.2,84,Autumn
829,8,21.7,78,Autumn
934,9,22.7,72,Autumn
1017,10,24.4,65,Autumn
1212,11,25.2,64,Autumn
1284,12,25.4,63,Autumn
1465,13,25.8,65,Autumn
1474,14,25.7,67,Autumn
1077,15,25.2,71,Autumn
1273,16,24.4,74,Autumn
1474,17,24.4,75,Autumn
1566,18,24.2,76,Autumn
1578,19,23.8,78,Autumn
1613,20,23.5,80,Autumn
1710,21,23.3,80,Autumn
1566,22,23.1,79,Autumn
1210,23,22.9,81,Autumn
1014,0,22.8,82,Autumn
764,1,22.8,84,Autumn
432,2,22.8,85,Autumn
258,3,22.6,89,Autumn
188,4,22.5,89,Autumn
123,5,22.2,90,Autumn
137,6,22,90,Autumn
258,7,21.9,95,Autumn
464,8,21.9,88,Autumn
725,9,22.3,84,Autumn
813,10,22.9,74,Autumn
1014,11,23.4,61,Autumn
989,12,23.7,64,Autumn
754,13,23.6,66,Autumn
409,14,23.4,72,Autumn
222,15,23.2,83,Autumn
142,16,22.5,86,Autumn
322,17,22,89,Autumn
520,18,21.5,89,Autumn
852,19,21.2,87,Autumn
1073,20,21.1,88,Autumn
1146,21,21.2,88,Autumn
988,22,21.4,87,Autumn
571,23,21.3,80,Autumn
531,0,21,82,Autumn
337,1,20.5,73,Autumn
227,2,20.3,81,Autumn
186,3,20.2,82,Autumn
160,4,20,81,Autumn
246,5,19.4,84,Autumn
625,6,18.8,88,Autumn
1487,7,18.5,88,Autumn
2276,8,18.9,77,Autumn
1185,9,20.5,66,Autumn
868,10,21.7,60,Autumn
954,11,23.8,54,Autumn
1083,12,25.2,50,Autumn
1069,13,25.6,50,Autumn
1092,14,26.7,40,Autumn
1207,15,27.4,33,Autumn
1445,16,27.6,37,Autumn
2056,17,27.3,43,Autumn
3277,18,25.3,56,Autumn
2489,19,23,63,Autumn
2232,20,21.9,65,Autumn
2100,21,21.3,66,Autumn
1865,22,20.8,65,Autumn
1293,23,20.2,68,Autumn
0,0,19.5,73,Autumn
0,1,19.3,71,Autumn
0,2,18.8,74,Autumn
0,3,18.7,76,Autumn
0,4,18.3,78,Autumn
0,5,17.9,77,Autumn
0,6,17.7,77,Autumn
0,7,17.8,76,Autumn
0,8,18.7,73,Autumn
0,9,20.8,64,Autumn
0,10,22.7,54,Autumn
0,11,24.1,46,Autumn
0,12,24.7,43,Autumn
0,13,25.6,40,Autumn
0,14,26.1,37,Autumn
0,15,26.1,43,Autumn
0,16,26.4,34,Autumn
0,17,25.5,38,Autumn
0,18,24.8,48,Autumn
0,19,23.2,57,Autumn
0,20,22.6,58,Autumn
0,21,22.1,61,Autumn
0,22,21.8,65,Autumn
0,23,21.2,69,Autumn
0,0,21,66,Autumn
0,1,20.5,64,Autumn
0,2,20,70,Autumn
0,3,19.7,70,Autumn
0,4,19.5,70,Autumn
0,5,19.3,73,Autumn
0,6,19,76,Autumn
0,7,19,74,Autumn
0,8,19.8,71,Autumn
0,9,21.5,61,Autumn
0,10,22.9,59,Autumn
0,11,23.6,55,Autumn
0,12,24.9,51,Autumn
0,13,26.5,39,Autumn
0,14,26.1,40,Autumn
0,15,25.9,39,Autumn
0,16,25.6,41,Autumn
0,17,25,44,Autumn
0,18,24,55,Autumn
0,19,23.5,58,Autumn
0,20,22.6,67,Autumn
0,21,21.7,63,Autumn
0,22,20.9,71,Autumn
0,23,20.4,57,Autumn
886,0,20.1,58,Autumn
761,1,20,59,Autumn
524,2,19.9,64,Autumn
294,3,19.6,72,Autumn
241,4,19.6,74,Autumn
137,5,19.5,74,Autumn
47,6,18.8,85,Autumn
130,7,18,95,Autumn
299,8,18,91,Autumn
89,9,18.2,93,Autumn
87,10,18.4,91,Autumn
111,11,18.8,95,Autumn
180,12,19,91,Autumn
301,13,18.9,89,Autumn
573,14,19.3,83,Autumn
696,15,19.4,79,Autumn
912,16,19.5,75,Autumn
1290,17,19.3,76,Autumn
1786,18,19.1,77,Autumn
1272,19,18.9,78,Autumn
898,20,19.1,77,Autumn
784,21,18.7,84,Autumn
1049,22,18.4,85,Autumn
935,23,18.7,80,Autumn
809,0,18.9,78,Autumn
674,1,19,78,Autumn
122,2,19.1,78,Autumn
28,3,18.5,88,Autumn
24,4,17.9,95,Autumn
24,5,17.8,93,Autumn
23,6,17.6,95,Autumn
45,7,17.6,96,Autumn
127,8,17.8,97,Autumn
47,9,18.2,96,Autumn
78,10,18.4,96,Autumn
98,11,18.9,91,Autumn
143,12,19.1,91,Autumn
600,13,19.8,88,Autumn
972,14,21.4,76,Autumn
1288,15,21.8,76,Autumn
1550,16,21.5,78,Autumn
1904,17,21.2,77,Autumn
2235,18,20.9,77,Autumn
1720,19,20.3,81,Autumn
1551,20,20,82,Autumn
1540,21,19.9,82,Autumn
1493,22,19.7,82,Autumn
1171,23,19.5,82,Autumn
953,0,19.5,81,Autumn
875,1,19.5,83,Autumn
655,2,19.4,85,Autumn
458,3,18.8,90,Autumn
96,4,18.9,88,Autumn
93,5,18.8,96,Autumn
215,6,18.4,95,Autumn
363,7,18.1,96,Autumn
654,8,18.2,86,Autumn
810,9,19.7,78,Autumn
925,10,21.8,67,Autumn
1062,11,22.7,55,Autumn
1273,12,24.2,43,Autumn
1409,13,24.9,32,Autumn
1532,14,25.2,28,Autumn
1814,15,25.4,32,Autumn
1840,16,25.3,38,Autumn
2045,17,24.6,35,Autumn
1939,18,23.2,36,Autumn
1743,19,21.3,43,Autumn
1604,20,20.4,52,Autumn
1502,21,19.4,55,Autumn
1430,22,18.6,62,Autumn
1108,23,17.9,66,Autumn
880,0,17.2,69,Autumn
644,1,16.4,66,Autumn
489,2,16,72,Autumn
334,3,15.8,70,Autumn
202,4,16.2,69,Autumn
106,5,16.3,67,Autumn
144,6,16.5,73,Autumn
261,7,16.5,74,Autumn
439,8,17,69,Autumn
534,9,18.4,59,Autumn
620,10,19.3,59,Autumn
764,11,20.1,57,Autumn
915,12,20.8,52,Autumn
1031,13,22.7,44,Autumn
1136,14,24.2,40,Autumn
1366,15,25,28,Autumn
1502,16,24.6,29,Autumn
1591,17,24.1,41,Autumn
1492,18,22.3,53,Autumn
1333,19,21,54,Autumn
1287,20,20.2,48,Autumn
1148,21,19.1,38,Autumn
1074,22,18.5,40,Autumn
768,23,17.7,45,Autumn
620,0,17.2,50,Autumn
426,1,16.8,53,Autumn
302,2,16.1,57,Autumn
216,3,15.5,63,Autumn
141,4,14.9,68,Autumn
105,5,14.4,66,Autumn
141,6,14.3,66,Autumn
205,7,14.7,61,Autumn
296,8,15.4,52,Autumn
310,9,17,43,Autumn
426,10,18.5,38,Autumn
588,11,19.4,31,Autumn
754,12,20.3,34,Autumn
885,13,20.9,30,Autumn
1099,14,21.3,30,Autumn
1273,15,21.8,32,Autumn
1433,16,22,31,Autumn
1442,17,21.6,32,Autumn
1237,18,20.3,35,Autumn
1280,19,18.6,54,Autumn
1227,20,17.6,57,Autumn
1145,21,16.8,58,Autumn
958,22,16.6,47,Autumn
750,23,15.7,51,Autumn
558,0,14.7,55,Autumn
408,1,13.8,60,Autumn
292,2,13.4,62,Autumn
222,3,12.7,67,Autumn
157,4,12,69,Autumn
105,5,11.5,70,Autumn
132,6,11.2,70,Autumn
262,7,10.8,72,Autumn
440,8,12,61,Autumn
542,9,15.3,49,Autumn
667,10,18,44,Autumn
853,11,20.1,40,Autumn
1045,12,21.7,36,Autumn
1309,13,22.9,30,Autumn
1522,14,23.7,28,Autumn
1747,15,24.1,26,Autumn
1955,16,24.2,28,Autumn
2033,17,22.9,33,Autumn
1885,18,21.6,37,Autumn
1608,19,20.3,39,Autumn
1583,20,19.3,45,Autumn
1565,21,18.5,48,Autumn
1418,22,17.7,52,Autumn
1042,23,17.4,49,Autumn
880,0,17,51,Autumn
594,1,16.6,53,Autumn
453,2,16.6,54,Autumn
355,3,16.5,57,Autumn
222,4,16.4,59,Autumn
150,5,16.3,61,Autumn
230,6,16.3,62,Autumn
335,7,16.3,62,Autumn
598,8,16.7,60,Autumn
680,9,17.7,54,Autumn
923,10,19.4,47,Autumn
1152,11,20.5,42,Autumn
1358,12,22.5,37,Autumn
1686,13,23.4,34,Autumn
1972,14,24.1,33,Autumn
2170,15,24.7,35,Autumn
2270,16,24.4,35,Autumn
2349,17,23.6,38,Autumn
2339,18,22.1,45,Autumn
1937,19,20.7,46,Autumn
1653,20,20,46,Autumn
1529,21,18.9,43,Autumn
1249,22,18.1,43,Autumn
934,23,17.4,46,Autumn
770,0,16.7,50,Autumn
488,1,16.1,53,Autumn
326,2,15.7,53,Autumn
178,3,14.9,57,Autumn
151,4,14.4,58,Autumn
207,5,13.9,60,Autumn
589,6,13.4,61,Autumn
1364,7,13.2,60,Autumn
2129,8,14.8,51,Autumn
1120,9,17.7,48,Autumn
907,10,19.9,47,Autumn
1019,11,21.3,43,Autumn
1189,12,23.2,42,Autumn
1191,13,23,39,Autumn
1305,14,24.6,34,Autumn
1404,15,23.4,35,Autumn
1636,16,23.6,31,Autumn
2189,17,24.3,31,Autumn
3154,18,22.5,38,Autumn
2422,19,20.6,44,Autumn
2098,20,19.5,47,Autumn
1930,21,18.7,48,Autumn
1801,22,17.9,50,Autumn
1222,23,17.7,51,Autumn
0,0,17.1,52,Autumn
0,1,16.5,53,Autumn
0,2,16,56,Autumn
0,3,15.3,59,Autumn
0,4,14.7,62,Autumn
0,5,14.5,60,Autumn
0,6,14.4,61,Autumn
0,7,14.5,62,Autumn
0,8,15.2,58,Autumn
0,9,16.5,50,Autumn
0,10,17.4,51,Autumn
0,11,17.9,54,Autumn
0,12,19,52,Autumn
0,13,19.1,53,Autumn
0,14,19.4,53,Autumn
0,15,20.3,52,Autumn
0,16,21.9,46,Autumn
0,17,21.7,52,Autumn
0,18,20.4,56,Autumn
0,19,19.3,61,Autumn
0,20,18,67,Autumn
0,21,17.8,66,Autumn
0,22,17.1,70,Autumn
0,23,16.6,69,Autumn
1037,0,16.6,69,Autumn
982,1,16.2,71,Autumn
690,2,15.8,71,Autumn
493,3,15.5,73,Autumn
301,4,15.4,74,Autumn
208,5,15,77,Autumn
290,6,14.6,81,Autumn
513,7,14.7,76,Autumn
848,8,15.7,65,Autumn
1076,9,18.3,58,Autumn
1071,10,20.8,52,Autumn
1284,11,22.3,50,Autumn
1495,12,23.8,44,Autumn
1752,13,24.9,40,Autumn
1892,14,26.2,33,Autumn
2065,15,26.5,33,Autumn
2254,16,26.6,34,Autumn
2432,17,26.3,31,Autumn
2397,18,24.8,41,Autumn
2021,19,22.5,43,Autumn
1835,20,21.3,46,Autumn
1781,21,20.1,54,Autumn
1501,22,19.3,55,Autumn
1229,23,18.6,59,Autumn
0,0,18.1,60,Autumn
0,1,17.5,66,Autumn
0,2,17.3,68,Autumn
0,3,17,70,Autumn
0,4,16.6,73,Autumn
0,5,16.1,78,Autumn
0,6,15.5,80,Autumn
0,7,15.1,81,Autumn
0,8,16.2,69,Autumn
0,9,18.5,62,Autumn
0,10,20.7,62,Autumn
0,11,20.2,63,Autumn
0,12,20.8,47,Autumn
0,13,21.1,42,Autumn
0,14,21.1,32,Autumn
0,15,21.3,32,Autumn
0,16,21.2,28,Autumn
0,17,20.4,31,Autumn
0,18,18.3,34,Autumn
0,19,17.1,35,Autumn
0,20,16,39,Autumn
0,21,15.2,40,Autumn
0,22,14.6,46,Autumn
0,23,14.1,53,Autumn
680,0,14.1,55,Autumn
402,1,13.9,57,Autumn
262,2,13.9,56,Autumn
179,3,13.6,56,Autumn
143,4,13.7,56,Autumn
246,5,13.7,57,Autumn
632,6,13.3,56,Autumn
1429,7,13.1,58,Autumn
2101,8,13.7,54,Autumn
1106,9,14.9,50,Autumn
856,10,16.3,47,Autumn
959,11,17,45,Autumn
1138,12,18.4,40,Autumn
1087,13,17.6,49,Autumn
1137,14,19.3,36,Autumn
1258,15,19,40,Autumn
1357,16,17.7,47,Autumn
1799,17,17.2,53,Autumn
2857,18,16.6,61,Autumn
2122,19,16.2,62,Autumn
1824,20,15.4,63,Autumn
1777,21,14.6,66,Autumn
1501,22,13.9,69,Autumn
1057,23,13.4,69,Autumn
0,0,13,72,Autumn
0,1,12.5,74,Autumn
0,2,12.3,75,Autumn
0,3,11.8,78,Autumn
0,4,11.2,80,Autumn
0,5,10.8,82,Autumn
0,6,10.6,81,Autumn
0,7,10.4,81,Autumn
0,8,11.2,69,Autumn
0,9,13.9,66,Autumn
0,10,16.7,58,Autumn
0,11,18.3,44,Autumn
0,12,19.4,41,Autumn
0,13,20.4,36,Autumn
0,14,21.5,39,Autumn
0,15,21.8,38,Autumn
0,16,21.7,36,Autumn
0,17,21.2,40,Autumn
0,18,19.2,48,Autumn
0,19,17.6,57,Autumn
0,20,16.8,62,Autumn
0,21,16.2,65,Autumn
0,22,15.5,69,Autumn
0,23,14.8,68,Autumn
1040,0,14.5,74,Autumn
882,1,13.8,75,Autumn
685,2,13.2,77,Autumn
497,3,12.6,78,Autumn
284,4,12.1,80,Autumn
173,5,11.8,82,Autumn
278,6,11.4,84,Autumn
440,7,11.2,85,Autumn
762,8,11.8,73,Autumn
966,9,14.4,61,Autumn
1113,10,17.3,53,Autumn
1248,11,20.3,46,Autumn
1634,12,21.4,40,Autumn
1849,13,22.5,40,Autumn
1995,14,23.4,35,Autumn
2200,15,24.1,34,Autumn
2112,16,24,34,Autumn
2400,17,23.3,36,Autumn
2235,18,21.5,43,Autumn
1792,19,20,49,Autumn
1744,20,18.6,55,Autumn
1594,21,17.6,59,Autumn
1393,22,16.9,63,Autumn
1033,23,16.1,63,Autumn
0,0,15.5,65,Autumn
0,1,14.7,69,Autumn
0,2,14,73,Autumn
0,3,13.6,75,Autumn
0,4,13.3,75,Autumn
0,5,13.2,73,Autumn
0,6,13.2,73,Autumn
0,7,13.2,75,Autumn
0,8,13.9,68,Autumn
0,9,16.7,58,Autumn
0,10,19,49,Autumn
0,11,21.3,41,Autumn
0,12,23.2,38,Autumn
0,13,23.4,39,Autumn
0,14,24.3,39,Autumn
0,15,25.3,39,Autumn
0,16,25.1,41,Autumn
0,17,24.2,44,Autumn
0,18,23.1,48,Autumn
0,19,22.3,50,Autumn
0,20,21.3,53,Autumn
0,21,20.5,57,Autumn
0,22,19.8,60,Autumn
0,23,19.4,62,Autumn
973,0,19,64,Autumn
735,1,18.6,66,Autumn
515,2,18.2,64,Autumn
329,3,18,61,Autumn
221,4,17.7,57,Autumn
223,5,17.6,57,Autumn
531,6,17.7,55,Autumn
282,7,17.7,56,Autumn
208,8,16.9,72,Autumn
47,9,16.3,85,Autumn
33,10,15.8,89,Autumn
29,11,16.1,89,Autumn
23,12,16.6,90,Autumn
22,13,16.9,95,Autumn
17,14,17.2,95,Autumn
8,15,17.2,96,Autumn
28,16,17.1,97,Autumn
66,17,16.9,97,Autumn
74,18,16.7,96,Autumn
55,19,16.6,96,Autumn
44,20,16.5,96,Autumn
32,21,16.5,96,Autumn
23,22,16.2,92,Autumn
4,23,16.3,91,Autumn
0,0,16.4,94,Autumn
0,1,16.7,89,Autumn
0,2,16.9,88,Autumn
0,3,16.8,90,Autumn
0,4,16.9,89,Autumn
0,5,16.7,93,Autumn
0,6,16.5,96,Autumn
5,7,16.5,97,Autumn
6,8,16.6,97,Autumn
5,9,16.7,97,Autumn
2,10,17,97,Autumn
20,11,17.5,95,Autumn
130,12,18,92,Autumn
529,13,17.7,89,Autumn
941,14,19.3,79,Autumn
1236,15,21,67,Autumn
1601,16,21.5,62,Autumn
1870,17,21.1,64,Autumn
2012,18,20.5,66,Autumn
1761,19,19.7,72,Autumn
1567,20,19.4,67,Autumn
1731,21,18.5,78,Autumn
1459,22,17.7,78,Autumn
1162,23,16.9,84,Autumn
1049,0,16.3,86,Autumn
768,1,16,88,Autumn
538,2,15.7,88,Autumn
372,3,15.5,88,Autumn
255,4,15.1,90,Autumn
146,5,15.1,89,Autumn
189,6,14.8,89,Autumn
345,7,14.3,89,Autumn
589,8,14.6,71,Autumn
753,9,16.2,60,Autumn
932,10,18.1,56,Autumn
1188,11,19.1,56,Autumn
1516,12,19.8,46,Autumn
1714,13,20.1,41,Autumn
1987,14,20.2,42,Autumn
2167,15,20.4,36,Autumn
2270,16,20.7,34,Autumn
2255,17,19.4,32,Autumn
2069,18,17.9,29,Autumn
1608,19,16.6,36,Autumn
1519,20,15.5,37,Autumn
1385,21,14.4,36,Autumn
1160,22,13.6,38,Autumn
840,23,12.9,38,Autumn
711,0,12.3,44,Autumn
390,1,11.7,52,Autumn
265,2,11.1,56,Autumn
192,3,10.8,59,Autumn
123,4,10.4,61,Autumn
215,5,9.8,63,Autumn
503,6,9.5,68,Autumn
1206,7,9.2,72,Autumn
2005,8,9.9,66,Autumn
1166,9,12.2,51,Autumn
943,10,15,44,Autumn
1117,11,17.9,39,Autumn
1238,12,19.2,31,Autumn
1303,13,20.2,28,Autumn
1358,14,20.2,24,Autumn
1502,15,20.6,26,Autumn
1603,16,20.3,25,Autumn
2127,17,20,28,Autumn
2787,18,18.1,39,Autumn
2150,19,16.4,42,Autumn
1838,20,15.5,45,Autumn
1788,21,15.1,48,Autumn
1636,22,14.4,49,Autumn
1196,23,13.5,55,Autumn
0,0,12.6,54,Autumn
0,1,12,58,Autumn
0,2,11.4,65,Autumn
0,3,11,66,Autumn
0,4,11,63,Autumn
0,5,10.8,64,Autumn
0,6,10.8,69,Autumn
0,7,10.9,70,Autumn
0,8,11.4,66,Autumn
0,9,12.8,57,Autumn
0,10,14.8,51,Autumn
0,11,16.4,45,Autumn
0,12,18.3,40,Autumn
0,13,19.2,39,Autumn
0,14,18.8,39,Autumn
0,15,18.3,40,Autumn
0,16,19,39,Autumn
0,17,18.4,39,Autumn
0,18,17.7,43,Autumn
0,19,17.3,47,Autumn
0,20,17,49,Autumn
0,21,16.8,52,Autumn
0,22,16.7,55,Autumn
0,23,16.6,53,Autumn
